pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,lowFodmap,ketogenic,whole30,readyInMinutes,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg
3.7362,225,0,False,1,True,0,False,0,True,90,0,79.0,52.0,49.4,49.0,1.6,344.76,18.4,4.51,1.36,0.14,128.98,336.36,41.73,12.74,47.91,392.3,4.01,0.51,30.09,0.29,47.33,602.4,0.28,7.74,0.11,57.66,5.41,1.47,0.37,2.01,0.73,71.79,0.0,6.12,2.03
1.0082,158,0,False,0,True,0,False,0,False,45,0,54.0,16.0,15.33,75.51,9.16,258.28,21.84,3.24,5.96,3.83,21.55,431.71,9.98,5.43,32.23,91.71,1.28,0.12,17.02,0.07,44.2,267.31,0.05,0.56,0.11,21.72,1.15,0.37,0.38,3.44,1.82,2688.14,0.67,50.78,107.54
2.9355,377,0,False,0,True,0,False,0,False,50,0,82.0,43.0,18.7,35.3,46.0,529.92,20.35,5.34,59.68,10.89,38.19,779.96,24.26,7.2,53.75,278.58,4.88,0.31,108.61,0.27,44.29,953.7,0.61,4.48,1.02,90.93,0.98,0.91,0.72,4.36,5.96,735.26,0.0,56.19,30.8
5.8965,767,0,False,1,False,0,False,0,False,135,0,51.0,18.0,37.87,49.6,12.53,670.87,29.77,7.94,16.93,3.32,185.92,308.35,51.15,13.76,35.82,175.15,6.76,0.24,171.25,0.22,107.0,528.41,0.2,1.26,0.59,35.12,0.24,0.46,0.31,3.0,4.28,3137.76,0.0,263.28,32.05
7.4978,298,0,False,0,True,0,False,0,False,30,0,80.0,58.0,37.33,55.49,7.18,602.66,36.38,6.54,10.59,1.32,85.72,791.36,55.06,21.07,92.9,605.48,3.33,0.59,49.54,0.62,20.93,598.89,0.25,1.65,0.17,114.45,19.27,2.29,0.95,4.61,0.95,4420.74,12.76,50.5,1.06
3.6981,378,0,False,1,True,0,False,0,False,30,0,65.0,27.0,29.65,58.51,11.84,639.37,39.47,11.49,17.97,15.48,182.77,451.47,45.0,20.55,21.78,484.31,2.28,0.63,52.22,0.2,33.27,853.31,0.42,5.49,0.15,62.37,2.54,3.02,1.29,3.28,0.37,0.0,0.0,29.07,1.36
2.1623,457,0,False,0,False,0,False,0,False,45,3,62.0,18.0,21.59,55.07,23.34,341.18,21.29,6.75,20.3,1.89,22.8,1857.1,18.78,2.36,10.77,353.77,2.52,0.16,424.94,0.08,40.37,548.1,0.3,1.97,1.14,55.2,0.48,0.59,0.65,1.93,5.79,776.93,0.0,11.76,25.57
3.8212,388,0,False,0,True,0,False,0,False,45,2,67.0,23.0,47.2,49.5,3.3,522.4,27.83,9.01,4.17,1.36,357.6,4166.88,59.7,21.59,57.89,661.65,3.57,0.87,81.87,0.24,59.28,904.61,0.45,7.95,0.18,75.68,4.12,3.85,1.09,2.2,0.55,262.47,2.94,17.22,1.03
1.7071,232,0,False,0,True,0,False,0,False,25,14,79.0,24.0,9.96,52.34,37.7,271.04,16.13,2.41,26.14,5.22,3.6,1243.87,6.91,3.41,13.88,88.58,2.18,0.17,90.91,0.34,41.49,332.26,0.17,0.68,0.42,30.19,0.35,0.31,0.32,2.64,3.88,586.19,0.0,44.17,84.99
3.2706,658,0,False,1,True,0,False,0,True,50,0,94.0,100.0,55.72,14.07,30.21,441.98,7.1,1.26,34.29,6.43,104.42,1232.8,63.24,32.56,202.89,529.94,11.81,0.48,154.96,0.25,117.72,1625.15,0.99,3.11,1.41,142.91,7.25,1.44,1.7,3.01,8.82,3188.05,3.4,20.06,134.5
2.1868,249,0,False,1,False,0,False,0,False,45,41,85.0,25.0,71.12,26.46,2.42,283.57,8.01,1.67,1.65,0.33,145.38,462.46,48.45,23.9,72.63,485.41,0.98,0.25,16.64,0.16,22.01,920.77,0.09,1.43,0.06,63.87,0.46,3.43,1.74,0.72,1.02,115.6,0.23,7.71,5.51
0.6722,127,0,False,1,False,0,False,0,False,30,0,59.0,19.0,12.71,65.45,21.84,95.63,7.65,2.17,5.75,1.58,7.83,461.02,3.34,0.67,1.53,76.82,2.43,0.11,69.47,0.1,24.52,486.83,0.34,0.61,0.89,104.57,0.0,0.28,0.16,3.36,2.56,7024.71,0.0,942.53,34.73
1.9192,559,0,False,1,False,0,False,0,False,45,0,82.0,57.0,14.43,41.26,44.31,279.89,14.08,6.41,34.01,11.35,24.45,474.34,11.08,3.05,7.12,148.45,2.43,0.44,715.5,0.27,390.29,1069.32,0.34,1.3,2.19,103.49,0.0,1.25,0.73,6.91,15.54,14106.08,0.2,1192.68,156.08
3.8666,422,0,False,0,False,0,False,0,False,280,15,85.0,38.0,14.94,36.25,48.81,1205.78,48.79,20.56,147.82,53.01,87.93,1529.04,45.25,8.71,63.62,723.23,6.71,1.24,915.5,1.45,327.31,483.04,0.27,4.71,0.98,73.4,2.42,1.56,0.3,1.39,6.27,854.05,0.46,18.19,6.96
1.1427,263,0,False,0,False,0,False,0,False,90,3,43.0,8.0,9.1,38.37,52.53,376.15,16.26,4.63,50.06,7.32,17.01,492.03,8.67,4.5,18.82,119.37,3.02,0.34,73.6,0.58,144.97,339.12,0.17,0.87,0.57,33.5,0.0,0.64,0.25,1.88,4.83,256.11,0.0,13.78,13.13
2.9083,469,0,False,0,False,0,False,0,False,29,3,88.0,55.0,13.38,34.45,52.17,1117.33,42.83,11.58,145.93,16.54,28.17,1145.01,37.44,8.27,105.14,627.15,6.5,0.52,562.07,0.63,173.59,871.94,0.58,4.06,2.43,142.27,0.38,1.8,0.73,5.68,11.36,3961.41,0.25,271.97,125.69
5.8965,777,0,False,1,True,0,False,0,True,10,0,90.0,100.0,10.07,63.73,26.2,471.93,35.2,5.36,32.56,11.16,93.85,609.27,12.52,2.67,12.4,281.03,5.67,0.49,195.24,0.35,645.2,1871.22,1.16,2.99,1.03,98.07,0.28,1.84,0.69,12.86,11.64,29873.89,0.55,1057.38,135.02
5.979299999999999,1046,0,False,1,True,0,False,0,True,28,0,90.0,100.0,23.35,40.82,35.83,989.51,45.52,7.43,89.91,6.11,280.05,528.35,58.61,21.18,81.2,718.32,23.89,1.27,272.76,0.66,228.52,3840.43,3.2,4.22,4.12,228.6,5.96,5.85,3.3,6.14,19.64,3087.93,1.1,28.45,175.34
2.2686,173,0,False,0,False,0,False,0,False,45,0,57.0,19.0,17.64,48.32,34.04,462.71,25.03,7.51,39.68,3.18,25.2,1080.03,20.56,4.51,27.38,311.82,3.33,0.32,415.41,0.31,110.98,263.82,0.16,1.66,0.43,42.57,0.41,0.5,0.16,2.79,2.1,632.29,0.0,19.45,14.13
1.9325,1140,0,False,1,False,0,False,0,False,30,5,92.0,62.0,13.5,21.65,64.85,789.73,19.85,12.04,133.86,4.32,64.09,349.74,27.86,10.5,4.51,438.42,32.21,0.47,358.61,0.27,188.71,4270.84,4.21,3.79,6.09,240.93,0.11,3.24,2.51,0.56,26.37,609.37,0.36,2.06,120.52
4.2118,496,0,False,1,True,0,False,0,True,45,0,90.0,100.0,16.26,42.59,41.15,316.17,16.54,1.54,35.95,7.13,14.4,253.22,14.2,8.3,12.19,331.01,4.44,0.38,416.51,0.93,276.28,1539.4,0.57,3.22,3.66,275.51,0.15,1.37,1.1,4.97,15.91,5229.88,0.0,155.19,104.36
1.2513,236,0,False,1,True,0,False,0,True,45,0,67.0,27.0,3.33,79.83,16.84,283.15,25.83,3.57,12.26,7.54,1.2,333.66,2.43,1.79,1.33,52.92,0.88,0.11,25.78,0.09,61.02,443.3,0.12,0.42,0.37,27.58,0.0,0.58,0.33,5.3,5.3,2402.45,0.0,22.2,100.37
0.7770999999999999,70,0,False,1,True,0,True,0,True,10,1,53.0,10.0,6.37,86.73,6.9,119.88,12.03,1.69,2.15,0.64,4.13,466.1,1.99,1.11,2.79,22.49,0.66,0.04,30.03,0.03,42.4,114.97,0.05,0.2,0.05,9.62,0.0,0.1,0.04,2.02,1.2,2586.61,0.0,37.28,4.79
0.4376,44,0,False,1,True,0,False,0,True,10,0,22.0,2.0,1.59,96.16,2.25,171.16,18.58,2.57,0.98,0.25,1.2,305.81,0.69,0.35,1.25,0.0,0.38,0.0,14.01,0.0,6.21,39.89,0.02,0.0,0.03,4.2,0.0,0.0,0.0,2.81,0.47,115.2,0.0,29.27,1.75
4.6252,411,0,False,0,False,0,False,0,False,20,7,83.0,35.0,21.13,55.34,23.53,695.05,42.52,8.31,40.68,5.68,308.96,1876.45,36.53,4.85,76.43,443.26,5.78,0.38,424.71,0.42,284.82,577.77,0.49,3.65,0.99,84.13,1.06,0.91,0.37,5.64,5.11,9845.76,0.0,145.31,109.45
3.2373000000000003,192,0,False,1,True,0,False,0,True,45,0,61.0,23.0,18.68,79.54,1.78,492.84,43.41,10.02,2.2,0.1,81.8,1875.0,22.94,5.95,29.08,190.0,3.73,0.27,46.17,0.08,31.71,551.47,0.21,4.5,0.14,33.14,2.68,0.93,0.46,3.09,0.99,1163.69,0.0,176.9,56.4
3.5515,413,0,False,1,True,0,False,0,False,45,1,49.0,12.0,12.85,69.76,17.39,633.5,48.08,7.5,26.97,6.0,219.24,1448.52,19.92,2.48,38.89,254.36,3.77,0.11,173.13,0.13,46.63,752.48,0.4,2.18,0.76,69.51,0.67,0.62,0.45,3.36,3.28,600.25,0.0,130.74,34.06
8.4601,1084,0,False,0,True,0,False,0,False,35,0,84.0,72.0,16.45,31.22,52.33,2165.72,70.15,13.57,264.6,13.48,784.85,3360.1,83.14,43.85,256.52,1214.23,35.5,5.49,436.9,3.02,2274.01,1268.59,2.13,10.5,3.0,192.28,37.63,16.12,2.31,9.17,15.15,25191.24,0.0,37.81,49.44
1.7606,201,1,False,0,False,0,False,0,False,20,0,61.0,22.0,16.63,26.29,57.08,533.75,15.71,6.51,76.74,3.54,31.37,1484.53,22.36,6.27,43.93,249.96,5.77,0.5,222.78,0.57,201.55,276.7,0.22,1.99,0.98,50.53,0.21,0.6,0.19,1.41,4.27,313.88,0.0,18.74,0.0
5.6197,335,0,False,1,True,0,False,0,True,50,0,77.0,34.0,16.77,77.68,5.55,753.6,64.71,23.55,10.41,6.55,135.71,512.83,31.44,13.1,35.71,309.29,3.65,0.47,57.11,0.28,80.13,657.26,0.25,4.87,0.14,55.49,3.71,1.5,0.5,4.08,2.57,2492.72,0.0,15.75,121.87
2.7748000000000004,392,0,False,0,False,0,False,0,False,50,0,63.0,19.0,41.37,45.63,13.0,402.01,19.24,10.6,12.33,3.42,124.51,375.47,39.25,19.69,57.74,416.78,1.58,0.25,36.08,0.22,39.37,980.02,0.17,1.35,0.26,64.02,0.4,2.59,1.4,1.76,1.93,1236.81,0.28,13.89,17.9
0.3576,63,1,False,1,False,0,False,0,False,5,3,19.0,1.0,24.29,74.22,1.49,119.85,9.76,4.53,0.44,0.21,222.78,116.55,7.19,0.0,17.46,114.08,0.99,0.26,33.64,0.02,26.84,80.42,0.04,0.74,0.0,6.97,0.52,0.88,0.1,0.72,0.0,441.26,1.22,0.0,0.0
0.9948,213,0,False,0,True,0,False,0,False,80,17,57.0,11.0,9.45,55.19,35.36,132.07,8.61,0.92,12.41,7.24,2.4,604.45,3.32,2.42,2.3,60.29,1.6,0.12,51.69,0.12,50.81,477.96,0.19,0.53,0.28,31.2,0.0,0.5,0.38,3.83,4.06,2903.34,0.0,14.07,107.32
1.5928,311,0,False,0,False,0,False,0,False,45,0,53.0,16.0,8.58,70.4,21.02,805.34,63.47,24.39,42.65,23.87,49.36,646.72,17.4,6.08,10.06,212.84,4.58,0.32,159.68,0.33,265.77,676.97,0.22,1.53,0.26,46.94,0.25,0.81,0.24,2.57,5.78,13792.61,0.44,171.82,8.51
7.4983,917,0,False,1,True,0,False,0,False,45,12,87.0,40.0,24.09,63.85,12.06,1482.13,95.23,21.82,40.46,1.59,292.86,1388.33,80.84,30.58,62.52,733.04,13.42,0.66,232.71,0.34,67.64,2038.2,16.67,6.53,2.42,174.48,1.26,4.37,2.17,7.4,8.33,790.17,0.76,24.33,35.96
1.0171,48,0,False,1,True,0,False,0,True,50,0,19.0,2.0,6.45,82.68,10.87,76.94,7.39,1.04,2.19,0.65,2.4,448.46,1.3,0.74,1.9,15.74,0.37,0.02,22.19,0.02,4.51,80.72,0.05,0.0,0.06,6.55,0.0,0.0,0.05,1.42,0.89,242.43,0.0,4.7,3.56
4.3058,373,0,False,1,False,0,False,0,False,45,0,54.0,18.0,31.43,52.66,15.91,422.2,23.38,8.88,15.9,9.6,419.58,1188.05,31.4,2.11,62.4,342.23,3.55,0.24,342.69,0.12,68.6,461.73,0.37,2.98,0.66,66.03,1.16,1.07,0.35,4.16,2.65,2832.47,0.82,10.39,103.9
1.7587000000000002,266,0,False,0,True,0,False,0,False,45,0,78.0,46.0,30.36,23.78,45.86,312.04,8.26,1.43,35.84,2.72,31.82,843.62,23.73,12.15,80.52,218.44,3.96,0.3,93.26,0.4,144.59,440.4,0.22,1.38,0.49,53.0,2.18,0.46,0.39,1.69,3.32,2398.84,1.02,24.23,13.98
1.9979,285,0,False,0,True,0,False,0,False,30,0,85.0,66.0,11.55,27.55,60.9,599.73,18.37,2.63,91.35,6.23,2.4,399.6,17.33,3.39,73.71,259.84,2.78,0.12,70.78,0.16,52.11,610.05,0.47,2.02,1.26,83.66,0.0,0.67,0.31,3.54,6.09,1830.07,0.0,150.02,26.78
1.4478,132,0,False,0,True,0,False,0,False,45,0,44.0,11.0,9.21,49.53,41.26,381.17,21.42,3.11,40.16,2.07,1.6,1013.45,8.96,3.67,19.64,85.47,2.9,0.21,59.09,0.3,101.76,126.33,0.16,0.71,0.38,25.97,0.0,0.27,0.11,3.67,3.06,175.6,0.0,9.9,3.16
0.9614,73,0,False,1,True,0,False,0,True,45,0,14.0,1.0,6.25,81.34,12.41,55.86,5.07,2.56,1.74,0.48,1.77,313.37,0.88,0.5,1.39,11.58,0.31,0.0,13.78,0.0,0.0,44.39,0.02,0.0,0.04,0.0,0.0,0.0,0.04,0.51,0.54,129.98,0.0,23.23,5.81
1.7003,125,0,False,0,True,0,False,0,False,41,2,86.0,52.0,17.92,44.03,38.05,259.02,12.42,2.16,24.15,1.44,118.33,239.05,11.37,5.78,30.08,160.59,4.75,0.73,29.34,0.28,260.81,174.94,1.45,1.36,0.36,20.83,5.67,2.28,0.35,1.73,1.12,3769.69,0.0,6.21,6.91
2.9062,527,0,False,1,True,0,True,0,False,45,0,74.0,39.0,22.35,41.26,36.39,367.77,17.44,3.53,34.61,9.92,144.96,462.29,21.25,8.94,51.76,287.46,4.04,0.4,105.82,0.27,127.82,1182.04,0.31,1.77,0.59,81.77,1.72,1.45,0.96,3.98,7.96,3921.69,1.32,64.61,133.65
5.6876,1230,0,False,1,True,0,False,0,True,25,0,86.0,81.0,8.26,58.09,33.65,727.38,50.2,7.01,65.43,28.49,7.2,1699.31,16.05,9.2,7.94,304.44,4.52,0.36,179.39,0.43,233.08,2605.43,0.95,2.17,1.99,151.6,0.07,2.21,1.26,10.95,22.91,3812.4,0.0,77.49,503.32
7.5021,1132,0,False,1,True,0,False,0,False,55,0,86.0,100.0,23.17,22.16,54.67,801.64,20.36,2.76,112.96,11.82,9.6,1821.77,47.89,10.06,18.72,909.56,15.12,0.93,796.96,1.38,624.33,3479.7,7.37,7.57,4.53,355.63,0.1,2.83,2.12,3.74,30.78,48544.31,0.0,3214.08,653.47
2.2571,238,0,False,0,False,0,False,0,False,45,4,72.0,24.0,10.87,79.89,9.24,509.53,46.1,10.69,11.99,4.18,35.34,1547.82,14.12,2.6,13.52,187.15,1.81,0.22,201.29,0.23,57.43,355.11,0.14,1.8,0.18,32.36,0.68,0.57,0.4,7.07,4.13,3052.66,0.42,77.38,111.24
2.6354,248,0,False,0,False,0,False,0,False,45,0,55.0,18.0,16.67,57.23,26.1,748.38,47.97,17.25,49.23,7.24,82.59,1411.95,31.43,6.68,45.53,478.29,4.14,0.54,602.34,0.47,92.69,303.19,0.2,3.9,1.12,67.75,2.12,0.97,0.16,3.8,4.09,764.62,0.5,34.81,13.08
12.0984,539,0,False,0,False,0,False,0,False,45,1,71.0,38.0,8.06,55.16,36.78,1754.57,106.93,18.98,160.44,5.11,48.02,2985.0,35.18,12.72,90.21,448.71,10.91,0.94,378.41,1.32,249.56,516.22,0.45,2.82,1.64,84.97,0.32,1.18,0.27,10.13,7.8,3455.88,0.31,274.81,15.42
2.1734,439,0,False,0,True,0,False,0,False,180,0,72.0,42.0,41.1,48.88,10.02,555.63,28.59,6.96,13.19,3.39,184.97,570.82,54.09,9.86,72.2,515.94,5.91,0.65,77.99,0.31,52.33,977.33,0.52,8.37,0.29,73.19,1.08,3.05,1.01,2.16,1.6,201.94,0.0,25.78,8.06
1.5062,164,0,False,0,False,0,False,0,False,45,0,68.0,28.0,8.59,77.43,13.98,332.9,29.16,5.92,11.85,4.18,57.51,664.88,7.28,1.33,8.87,143.8,1.32,0.16,178.19,0.11,70.53,254.85,0.05,0.8,0.17,22.42,0.26,0.53,0.29,4.88,2.11,2963.79,0.37,101.44,113.97
6.5835,303,0,False,0,False,0,False,0,False,12,43,63.0,9.0,19.73,37.14,43.13,462.85,18.86,10.97,49.29,0.62,198.08,1450.91,22.54,6.7,46.96,299.58,4.61,0.66,221.03,0.54,150.64,262.95,0.18,2.3,0.47,38.91,1.16,1.12,0.14,0.92,1.69,828.64,0.99,2.66,5.6
0.6061,64,0,False,1,True,0,False,0,True,15,25,89.0,23.0,22.93,38.98,38.09,24.79,1.23,0.19,2.7,1.14,0.68,31.34,1.62,0.76,2.08,34.95,1.35,0.09,18.34,0.09,31.35,130.49,0.12,0.36,0.11,9.28,0.0,0.18,0.07,0.87,1.29,463.9,0.0,25.75,3.69
2.2448,203,0,False,1,False,0,False,0,False,170,0,73.0,45.0,6.37,73.43,20.2,350.35,30.39,5.59,18.82,2.31,10.88,243.19,5.93,1.9,1.19,144.99,3.46,0.15,116.94,0.12,111.14,661.18,0.36,0.92,0.62,96.04,0.0,0.55,0.28,4.32,8.24,886.53,0.0,159.52,35.09
0.1318,19,0,False,0,True,0,False,0,False,1500,0,11.0,1.0,5.06,65.25,29.69,53.54,3.93,0.85,4.02,0.46,0.2,64.59,0.69,0.35,1.83,0.0,0.24,0.02,0.0,0.03,7.21,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.24,0.31,0.0,0.0,1.87,0.88
0.2426,22,0,False,0,False,0,False,0,False,45,572,26.0,1.0,13.56,61.97,24.47,74.95,5.17,1.29,4.6,0.17,13.65,162.07,2.55,0.42,4.21,41.97,0.37,0.05,54.38,0.04,18.19,0.0,0.02,0.22,0.05,4.67,0.07,0.1,0.0,0.59,0.0,57.3,0.0,2.54,0.92
3.7932,250,0,False,1,True,0,False,0,True,45,0,44.0,11.0,6.23,74.51,19.26,304.33,27.34,3.73,15.9,2.57,3.0,2120.24,5.14,1.9,4.12,66.41,4.87,0.15,213.46,0.07,32.07,436.94,0.3,0.69,0.88,59.56,0.0,0.17,0.3,6.03,6.8,962.84,0.0,14.62,17.04
3.0297,317,0,False,0,False,0,False,0,False,60,0,67.0,34.0,21.35,56.58,22.07,302.33,18.99,4.58,16.67,7.88,29.47,504.54,16.13,3.36,10.72,213.36,1.81,0.38,332.97,0.13,63.04,639.42,0.17,1.35,0.46,49.61,0.32,0.57,0.54,2.57,2.73,801.97,0.26,47.58,35.16
21.760900000000003,841,0,False,0,True,0,False,0,False,45,0,63.0,40.0,26.88,9.55,63.57,1837.39,18.63,1.99,278.92,7.57,1.2,996.57,117.96,8.98,23.13,248.38,37.52,0.55,309.7,0.3,93.31,658.27,0.47,2.2,0.77,54.37,0.0,2.8,0.57,2.08,96.62,689.69,0.68,133.6,30.1
5.1701,535,0,False,0,True,0,False,0,False,115,0,72.0,47.0,7.44,44.83,47.73,844.84,42.14,5.36,100.94,10.47,0.0,3339.3,15.73,8.72,38.84,244.38,7.25,0.76,83.04,1.16,370.33,529.28,0.48,3.06,1.98,73.43,0.0,1.57,0.18,6.7,7.79,1368.67,0.0,155.15,4.85
4.2889,469,0,False,0,False,0,False,0,False,45,66,93.0,39.0,9.69,68.22,22.09,809.04,62.78,17.9,45.73,11.54,59.48,677.38,20.06,5.07,16.34,395.96,5.03,0.69,498.25,0.59,178.04,1017.6,0.31,3.02,1.0,93.67,0.69,1.15,0.87,7.96,7.58,4876.06,0.36,287.87,169.35
6.0209,309,0,False,1,False,0,False,1,False,45,0,74.0,41.0,24.66,67.17,8.17,518.14,39.29,14.68,10.75,2.09,148.73,369.07,32.46,12.66,15.48,394.71,7.9,0.51,214.44,0.25,167.45,1052.73,0.53,5.86,0.4,102.54,1.95,2.33,0.79,3.42,4.06,7935.36,0.21,1485.61,125.99
5.0,220,0,False,1,False,0,False,0,False,30,0,82.0,63.0,38.77,56.03,5.2,267.78,16.49,3.14,3.44,0.91,56.68,1404.94,25.67,2.71,46.42,331.15,2.08,0.14,173.85,0.11,132.64,465.25,1.12,7.26,0.23,74.71,10.33,0.57,0.27,2.08,1.43,5130.3,0.0,68.0,15.57
8.8259,405,0,False,1,True,0,False,0,False,35,0,82.0,64.0,44.53,50.27,5.2,678.99,38.34,9.69,8.92,1.47,158.18,1511.2,76.41,24.31,116.76,656.24,8.9,0.96,138.65,0.23,68.68,1109.52,0.49,16.05,0.63,120.45,6.7,1.84,1.23,3.66,4.02,3190.85,5.92,389.43,38.3
1.9309,163,0,False,1,True,0,False,0,True,30,0,34.0,6.0,5.17,79.9,14.93,182.16,17.01,1.92,7.15,3.2,2.4,531.75,2.48,1.36,2.5,47.09,1.73,0.05,54.53,0.06,25.01,322.99,0.14,0.34,0.21,19.98,0.0,0.22,0.14,3.79,2.19,983.33,0.0,80.99,34.47
2.8492,159,0,False,1,True,0,False,0,True,30,0,83.0,63.0,46.13,50.24,3.63,226.24,12.47,2.94,2.02,0.34,69.39,314.22,25.77,8.8,29.44,248.92,3.14,0.15,69.2,0.09,44.9,509.91,0.15,4.94,0.15,39.56,1.37,0.84,0.72,1.59,0.79,1613.85,0.0,283.53,23.37
1.8638,268,0,False,1,True,0,False,0,False,25,0,80.0,50.0,20.53,49.29,30.18,354.09,17.01,2.54,23.44,14.58,34.79,503.29,15.94,2.86,53.98,268.65,5.54,0.3,64.82,0.23,70.01,616.39,0.19,2.17,4.11,55.93,13.9,0.81,0.2,3.15,1.66,658.03,0.0,75.34,21.86
1.9977,221,0,False,0,True,0,False,0,False,45,0,52.0,15.0,13.08,29.02,57.9,530.02,15.16,2.17,68.05,2.65,8.2,379.95,15.37,1.75,62.42,219.52,1.82,0.07,39.77,0.09,22.3,242.8,0.28,1.41,0.86,53.0,2.85,0.46,0.17,2.28,3.01,274.75,0.0,41.25,9.9
2.4317,101,0,False,1,False,0,False,0,False,45,0,48.0,13.0,17.07,79.26,3.67,222.32,19.7,10.08,2.05,0.45,205.22,363.31,9.55,1.61,19.0,140.04,1.52,0.27,81.98,0.06,52.61,209.88,0.08,0.97,0.18,23.36,0.53,0.82,0.16,1.19,0.38,2017.18,1.13,73.61,7.59
5.784299999999999,351,0,False,0,False,0,False,0,False,45,0,75.0,43.0,18.34,65.63,16.03,688.78,50.22,8.97,27.6,5.27,75.58,1616.51,31.57,4.91,59.75,442.9,3.59,0.31,275.51,0.34,197.99,626.95,1.21,7.97,0.79,97.48,10.46,1.11,0.38,3.56,3.37,6663.48,0.32,151.59,21.1
5.1492,374,0,False,1,True,0,False,0,True,45,58,99.0,100.0,50.38,39.41,10.21,318.19,13.69,3.71,7.98,3.36,104.36,423.36,39.37,13.94,44.3,399.08,4.13,0.29,82.01,0.17,90.13,895.64,0.21,7.49,0.26,61.94,2.03,1.47,1.31,2.65,2.05,3700.55,0.17,145.61,120.14
2.9292,363,0,False,1,False,0,False,0,False,29,0,19.0,2.0,4.27,74.38,21.35,561.81,40.32,25.33,26.04,11.34,110.15,570.17,5.21,1.69,5.1,130.18,1.95,0.12,86.29,0.11,49.79,605.94,0.14,0.84,0.53,45.42,0.13,0.49,0.47,1.23,4.27,1236.11,0.74,4.96,14.14
2.0051,205,0,False,0,True,0,False,0,False,37,3,53.0,12.0,19.21,12.14,68.65,127.41,1.85,0.4,23.5,5.69,4.8,549.77,6.58,3.61,12.32,105.2,2.65,0.15,89.75,0.21,53.64,435.17,0.21,0.77,0.55,35.08,0.0,0.52,0.21,1.06,3.48,879.44,0.0,47.74,46.12
4.5557,482,0,False,1,True,0,False,0,True,45,0,90.0,98.0,47.9,23.18,28.92,365.81,9.6,2.73,26.96,9.33,128.58,850.2,44.65,12.44,48.22,467.48,6.05,0.57,141.18,0.38,147.09,1167.82,0.54,11.87,0.76,103.95,4.53,1.98,0.81,2.69,7.61,5591.46,0.0,10.55,27.07
5.2582,824,0,False,0,False,0,False,0,False,45,4,93.0,76.0,15.97,18.76,65.27,1703.94,35.65,10.32,279.05,35.32,22.8,3185.04,68.29,30.1,175.75,1071.08,18.88,1.49,1047.53,2.3,421.82,1416.98,1.08,7.41,6.21,281.11,0.38,4.41,1.11,3.71,22.96,1004.47,0.0,41.7,108.54
0.7593000000000001,110,0,False,0,True,0,False,0,False,45,0,19.0,2.0,5.66,44.37,49.97,290.67,14.36,6.39,36.41,20.4,34.64,200.42,4.13,1.08,3.26,102.78,0.9,0.26,95.26,0.12,23.23,175.39,0.07,0.63,0.13,15.87,0.28,0.47,0.06,0.29,1.26,346.58,0.16,3.68,0.0
1.5892,186,0,False,1,True,0,False,0,True,30,0,49.0,13.0,31.36,35.48,33.16,138.13,5.46,1.63,11.49,5.9,173.28,143.36,10.86,3.23,21.89,165.57,2.21,0.33,77.12,0.12,70.97,417.47,0.12,1.24,0.29,33.42,0.49,1.16,0.46,1.83,3.04,2696.93,0.88,6.52,100.55
0.9532,189,0,False,1,True,0,False,0,True,45,0,59.0,20.0,8.07,53.5,38.43,155.23,9.81,1.36,15.85,2.63,0.27,370.9,3.33,1.51,2.44,83.6,1.39,0.08,49.4,0.1,48.66,583.12,0.17,0.46,0.26,32.89,0.0,0.53,0.22,1.87,3.92,380.1,0.0,24.81,32.29
1.9411,153,0,False,0,False,0,False,0,False,30,10,61.0,13.0,12.2,72.03,15.77,431.54,35.2,9.56,17.33,1.8,26.93,792.38,13.42,1.92,13.81,233.07,2.59,0.22,354.3,0.16,113.63,265.76,0.11,1.2,0.37,34.83,0.33,0.34,0.14,3.88,2.42,5379.23,0.18,74.68,12.47
5.5158000000000005,378,0,False,0,True,0,False,0,False,45,9,82.0,31.0,46.54,23.07,30.39,509.38,12.67,1.93,37.55,0.95,583.58,2493.22,57.5,4.72,148.13,553.75,7.39,0.12,383.01,0.07,39.1,360.11,0.78,5.48,1.35,109.14,1.8,0.63,0.16,4.27,2.45,470.54,0.24,68.01,18.13
1.6371,220,0,False,0,False,0,False,0,False,50,2,46.0,9.0,15.98,67.29,16.73,389.12,29.36,7.1,16.42,2.73,259.49,454.7,15.69,1.46,28.22,254.85,2.44,0.47,158.94,0.21,107.37,424.45,0.12,1.6,0.29,31.1,0.73,1.78,0.31,3.49,2.46,457.8,1.38,27.2,46.19
